"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","172.16.138.254","172.16.138.158","DHCP","342","DHCP ACK      - Transaction ID 0xed2394a7"
"2","0.011198","172.16.138.158","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"3","0.013804","172.16.138.158","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"4","0.013995","172.16.138.158","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"5","0.016683","172.16.138.158","224.0.0.252","LLMNR","76","Standard query 0xccb5 ANY WIN-C2KE6N4W3N1G"
"6","0.115371","172.16.138.158","224.0.0.252","LLMNR","76","Standard query 0xccb5 ANY WIN-C2KE6N4W3N1G"
"7","0.271788","172.16.138.158","172.16.138.2","DNS","78","Standard query 0xde8d A isatap.localdomain"
"8","0.316266","172.16.138.158","172.16.138.2","DNS","85","Standard query 0xd5f3 A teredo.ipv6.microsoft.com"
"9","0.316368","172.16.138.2","172.16.138.158","DNS","153","Standard query response 0xde8d No such name A isatap.localdomain SOA a.root-servers.net"
"10","0.361601","172.16.138.2","172.16.138.158","DNS","150","Standard query response 0xd5f3 A teredo.ipv6.microsoft.com CNAME teredo.ipv6.microsoft.com.nsatc.net A 157.56.144.215"
"11","0.366432","172.16.138.158","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"12","0.373248","172.16.138.158","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"13","0.374011","172.16.138.158","224.0.0.252","LLMNR","76","Standard query 0x8e20 ANY WIN-C2KE6N4W3N1G"
"14","0.396351","172.16.138.158","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"15","0.474370","172.16.138.158","224.0.0.252","LLMNR","76","Standard query 0x8e20 ANY WIN-C2KE6N4W3N1G"
"16","0.677786","172.16.138.158","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"17","0.678082","172.16.138.158","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"18","0.678513","172.16.138.158","224.0.0.252","LLMNR","76","Standard query 0xe4b1 ANY WIN-C2KE6N4W3N1G"
"19","0.787065","172.16.138.158","224.0.0.252","LLMNR","76","Standard query 0xe4b1 ANY WIN-C2KE6N4W3N1G"
"20","0.895658","172.16.138.158","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"21","1.395066","172.16.138.158","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"22","1.398234","172.16.138.158","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"23","1.398882","172.16.138.158","224.0.0.252","LLMNR","76","Standard query 0x94c5 ANY WIN-C2KE6N4W3N1G"
"24","1.504385","172.16.138.158","224.0.0.252","LLMNR","76","Standard query 0x94c5 ANY WIN-C2KE6N4W3N1G"
"25","1.893802","172.16.138.158","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"26","3.392778","172.16.138.158","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"27","3.398729","172.16.138.158","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"28","3.399168","172.16.138.158","224.0.0.252","LLMNR","76","Standard query 0x940a ANY WIN-C2KE6N4W3N1G"
"29","3.404842","172.16.138.158","172.16.138.2","DNS","78","Standard query 0xb598 A isatap.localdomain"
"30","3.451261","172.16.138.2","172.16.138.158","DNS","153","Standard query response 0xb598 No such name A isatap.localdomain SOA a.root-servers.net"
"31","3.469460","172.16.138.158","172.16.138.2","NBNS","110","Multi-homed registration NB WIN-C2KE6N4W3N1<20>"
"32","3.469824","172.16.138.158","172.16.138.2","NBNS","110","Multi-homed registration NB WIN-C2KE6N4W3N1<00>"
"33","3.470028","172.16.138.158","172.16.138.2","NBNS","110","Registration NB WORKGROUP<00>"
"34","3.500530","172.16.138.158","224.0.0.252","LLMNR","76","Standard query 0x940a ANY WIN-C2KE6N4W3N1G"
"35","3.501282","172.16.138.158","172.16.138.2","DNS","76","Standard query 0x64f3 A dns.msftncsi.com"
"36","3.547569","172.16.138.2","172.16.138.158","DNS","92","Standard query response 0x64f3 A dns.msftncsi.com A 131.107.255.255"
"37","3.548225","172.16.138.158","172.16.138.2","DNS","76","Standard query 0x9d3a AAAA dns.msftncsi.com"
"38","3.640475","172.16.138.2","172.16.138.158","DNS","104","Standard query response 0x9d3a AAAA dns.msftncsi.com AAAA fd3e:4f5a:5b81::1"
"39","3.890468","172.16.138.158","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"40","4.271256","172.16.138.158","172.16.138.2","DNS","72","Standard query 0xb33f A fortunet.biz"
"41","4.384120","172.16.138.2","172.16.138.158","DNS","88","Standard query response 0xb33f A fortunet.biz A 209.151.168.27"
"42","4.384665","172.16.138.158","209.151.168.27","TCP","66","49158  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"43","4.432280","209.151.168.27","172.16.138.158","TCP","60","80  >  49158 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"44","4.532884","209.151.168.27","172.16.138.158","TCP","60","[TCP Retransmission] 80  >  49158 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"45","4.539444","172.16.138.158","209.151.168.27","TCP","60","49158  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"46","4.540268","172.16.138.158","209.151.168.27","HTTP","545","GET / HTTP/1.1 "
"47","4.540349","209.151.168.27","172.16.138.158","TCP","60","80  >  49158 [ACK] Seq=1 Ack=492 Win=64240 Len=0"
"48","4.979949","172.16.138.158","172.16.138.2","NBNS","110","Registration NB WORKGROUP<00>"
"49","4.979962","172.16.138.158","172.16.138.2","NBNS","110","Multi-homed registration NB WIN-C2KE6N4W3N1<00>"
"50","4.979964","172.16.138.158","172.16.138.2","NBNS","110","Multi-homed registration NB WIN-C2KE6N4W3N1<20>"
"51","5.411776","209.151.168.27","172.16.138.158","TCP","417","80  >  49158 [PSH, ACK] Seq=1 Ack=492 Win=64240 Len=363 [TCP segment of a reassembled PDU]"
"52","5.511919","172.16.138.158","209.151.168.27","TCP","60","49158  >  80 [ACK] Seq=492 Ack=364 Win=63877 Len=0"
"53","5.521263","209.151.168.27","172.16.138.158","HTTP","60","HTTP/1.1 302 Moved Temporarily  (text/html)"
"54","5.521479","172.16.138.158","209.151.168.27","TCP","60","49158  >  80 [FIN, ACK] Seq=492 Ack=369 Win=63872 Len=0"
"55","5.521537","209.151.168.27","172.16.138.158","TCP","60","80  >  49158 [ACK] Seq=369 Ack=493 Win=64239 Len=0"
"56","5.522032","172.16.138.158","209.151.168.27","TCP","66","49159  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"57","5.535596","172.16.138.158","209.151.168.27","TCP","60","[TCP ACKed unseen segment] 49158  >  80 [ACK] Seq=493 Ack=370 Win=63872 Len=0"
"58","5.595504","209.151.168.27","172.16.138.158","TCP","60","80  >  49159 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"59","5.595613","172.16.138.158","209.151.168.27","TCP","60","49159  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"60","5.595803","172.16.138.158","209.151.168.27","HTTP","549","GET /dom/ HTTP/1.1 "
"61","5.595841","209.151.168.27","172.16.138.158","TCP","60","80  >  49159 [ACK] Seq=1 Ack=496 Win=64240 Len=0"
"62","5.661574","209.151.168.27","172.16.138.158","TCP","1409","80  >  49159 [PSH, ACK] Seq=1 Ack=496 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"63","5.661671","209.151.168.27","172.16.138.158","TCP","1409","80  >  49159 [PSH, ACK] Seq=1356 Ack=496 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"64","5.661843","172.16.138.158","209.151.168.27","TCP","60","49159  >  80 [ACK] Seq=496 Ack=2711 Win=64240 Len=0"
"65","5.665802","172.16.138.158","209.151.168.27","TCP","66","49160  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"66","5.668053","172.16.138.158","209.151.168.27","TCP","66","49161  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"67","5.668380","172.16.138.158","209.151.168.27","TCP","66","49162  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"68","5.668641","172.16.138.158","209.151.168.27","TCP","66","49163  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"69","5.672780","209.151.168.27","172.16.138.158","TCP","1409","80  >  49159 [PSH, ACK] Seq=2711 Ack=496 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"70","5.672859","209.151.168.27","172.16.138.158","TCP","1409","80  >  49159 [PSH, ACK] Seq=4066 Ack=496 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"71","5.672998","209.151.168.27","172.16.138.158","TCP","1409","80  >  49159 [PSH, ACK] Seq=5421 Ack=496 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"72","5.673085","172.16.138.158","209.151.168.27","TCP","60","49159  >  80 [ACK] Seq=496 Ack=6776 Win=64240 Len=0"
"73","5.676374","172.16.138.158","209.151.168.27","TCP","66","49164  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"74","5.677255","209.151.168.27","172.16.138.158","TCP","1409","80  >  49159 [PSH, ACK] Seq=6776 Ack=496 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"75","5.677359","209.151.168.27","172.16.138.158","TCP","1409","80  >  49159 [PSH, ACK] Seq=8131 Ack=496 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"76","5.677441","209.151.168.27","172.16.138.158","TCP","1409","80  >  49159 [PSH, ACK] Seq=9486 Ack=496 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"77","5.677515","172.16.138.158","209.151.168.27","TCP","60","49159  >  80 [ACK] Seq=496 Ack=10841 Win=64240 Len=0"
"78","5.687104","209.151.168.27","172.16.138.158","TCP","1514","80  >  49159 [ACK] Seq=10841 Ack=496 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"79","5.687115","209.151.168.27","172.16.138.158","TCP","1304","80  >  49159 [PSH, ACK] Seq=12301 Ack=496 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"80","5.687223","172.16.138.158","209.151.168.27","TCP","60","49159  >  80 [ACK] Seq=496 Ack=13551 Win=64240 Len=0"
"81","5.709370","209.151.168.27","172.16.138.158","TCP","1409","80  >  49159 [PSH, ACK] Seq=13551 Ack=496 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"82","5.716074","209.151.168.27","172.16.138.158","TCP","1409","80  >  49159 [PSH, ACK] Seq=14906 Ack=496 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"83","5.716141","172.16.138.158","209.151.168.27","TCP","60","49159  >  80 [ACK] Seq=496 Ack=16261 Win=64240 Len=0"
"84","5.719469","209.151.168.27","172.16.138.158","TCP","1409","80  >  49159 [PSH, ACK] Seq=16261 Ack=496 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"85","5.719553","209.151.168.27","172.16.138.158","TCP","1409","80  >  49159 [PSH, ACK] Seq=17616 Ack=496 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"86","5.719585","172.16.138.158","209.151.168.27","TCP","60","49159  >  80 [ACK] Seq=496 Ack=18971 Win=64240 Len=0"
"87","5.723313","209.151.168.27","172.16.138.158","TCP","1409","80  >  49159 [PSH, ACK] Seq=18971 Ack=496 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"88","5.723323","209.151.168.27","172.16.138.158","TCP","60","80  >  49160 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"89","5.723326","209.151.168.27","172.16.138.158","TCP","60","80  >  49161 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"90","5.723329","209.151.168.27","172.16.138.158","TCP","60","80  >  49162 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"91","5.723333","209.151.168.27","172.16.138.158","TCP","60","80  >  49163 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"92","5.723869","209.151.168.27","172.16.138.158","TCP","1409","80  >  49159 [PSH, ACK] Seq=20326 Ack=496 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"93","5.723971","172.16.138.158","209.151.168.27","TCP","60","49159  >  80 [ACK] Seq=496 Ack=21681 Win=64240 Len=0"
"94","5.730362","209.151.168.27","172.16.138.158","TCP","1409","80  >  49159 [PSH, ACK] Seq=21681 Ack=496 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"95","5.737368","209.151.168.27","172.16.138.158","TCP","1514","80  >  49159 [ACK] Seq=23036 Ack=496 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"96","5.737391","209.151.168.27","172.16.138.158","TCP","60","80  >  49164 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"97","5.737555","172.16.138.158","209.151.168.27","TCP","60","[TCP ACKed unseen segment] 49159  >  80 [ACK] Seq=496 Ack=25086 Win=64240 Len=0"
"98","5.737593","172.16.138.158","209.151.168.27","TCP","60","49164  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"99","5.737848","172.16.138.158","209.151.168.27","HTTP","427","GET /css/style.css?template=generic&.css HTTP/1.1 "
"100","5.737891","209.151.168.27","172.16.138.158","TCP","60","80  >  49164 [ACK] Seq=1 Ack=374 Win=64240 Len=0"
"101","5.738025","172.16.138.158","209.151.168.27","TCP","60","[TCP ACKed unseen segment] 49159  >  80 [FIN, ACK] Seq=496 Ack=25086 Win=64240 Len=0"
"102","5.738068","209.151.168.27","172.16.138.158","TCP","60","[TCP Previous segment not captured] 80  >  49159 [ACK] Seq=25086 Ack=497 Win=64239 Len=0"
"103","5.793528","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=1 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"104","5.793650","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=1356 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"105","5.793782","172.16.138.158","209.151.168.27","TCP","60","49164  >  80 [ACK] Seq=374 Ack=2711 Win=64240 Len=0"
"106","5.793850","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=2711 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"107","5.793940","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=4066 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"108","5.794067","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=5421 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"109","5.794173","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=6776 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"110","5.795348","172.16.138.158","209.151.168.27","TCP","60","49164  >  80 [ACK] Seq=374 Ack=8131 Win=64240 Len=0"
"111","5.806288","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=8131 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"112","5.806336","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=9486 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"113","5.806504","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=10841 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"114","5.806544","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=12196 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"115","5.806548","172.16.138.158","209.151.168.27","TCP","60","49164  >  80 [ACK] Seq=374 Ack=12196 Win=64240 Len=0"
"116","5.823414","209.151.168.27","172.16.138.158","TCP","60","[TCP Retransmission] 80  >  49160 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"117","5.823439","209.151.168.27","172.16.138.158","TCP","60","[TCP Retransmission] 80  >  49161 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"118","5.823442","209.151.168.27","172.16.138.158","TCP","60","[TCP Retransmission] 80  >  49162 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"119","5.823444","209.151.168.27","172.16.138.158","TCP","60","[TCP Retransmission] 80  >  49163 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"120","5.840440","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=13551 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"121","5.840576","172.16.138.158","209.151.168.27","TCP","60","49164  >  80 [ACK] Seq=374 Ack=14906 Win=64240 Len=0"
"122","5.841432","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=14906 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"123","5.841606","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=16261 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"124","5.841691","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=17616 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"125","5.841700","172.16.138.158","209.151.168.27","TCP","60","49164  >  80 [ACK] Seq=374 Ack=17616 Win=64240 Len=0"
"126","5.853283","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=18971 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"127","5.853380","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=20326 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"128","5.853389","172.16.138.158","209.151.168.27","TCP","60","49164  >  80 [ACK] Seq=374 Ack=20326 Win=64240 Len=0"
"129","5.853502","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=21681 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"130","5.853586","172.16.138.158","209.151.168.27","TCP","60","49164  >  80 [ACK] Seq=374 Ack=23036 Win=64240 Len=0"
"131","5.853589","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=23036 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"132","5.856214","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=24391 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"133","5.856290","172.16.138.158","209.151.168.27","TCP","60","49164  >  80 [ACK] Seq=374 Ack=25746 Win=64240 Len=0"
"134","5.856295","209.151.168.27","172.16.138.158","TCP","1409","80  >  49164 [PSH, ACK] Seq=25746 Ack=374 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
