"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.204.137","94.199.178.119","TCP","66","49168  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"2","0.187589","94.199.178.119","192.168.204.137","TCP","60","80  >  49168 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"3","0.187653","192.168.204.137","94.199.178.119","TCP","60","49168  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"4","0.188623","192.168.204.137","94.199.178.119","HTTP","695","GET / HTTP/1.1 "
"5","0.188634","94.199.178.119","192.168.204.137","TCP","60","80  >  49168 [ACK] Seq=1 Ack=642 Win=64240 Len=0"
"6","0.509623","94.199.178.119","192.168.204.137","TCP","1423","80  >  49168 [PSH, ACK] Seq=1 Ack=642 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"7","0.509764","94.199.178.119","192.168.204.137","TCP","1423","80  >  49168 [PSH, ACK] Seq=1370 Ack=642 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"8","0.509927","192.168.204.137","94.199.178.119","TCP","60","49168  >  80 [ACK] Seq=642 Ack=2739 Win=64240 Len=0"
"9","0.510786","94.199.178.119","192.168.204.137","TCP","1423","80  >  49168 [PSH, ACK] Seq=2739 Ack=642 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"10","0.610383","94.199.178.119","192.168.204.137","TCP","1423","[TCP Retransmission] 80  >  49168 [PSH, ACK] Seq=2739 Ack=642 Win=64240 Len=1369"
"11","0.611044","192.168.204.137","94.199.178.119","TCP","60","49168  >  80 [ACK] Seq=642 Ack=4108 Win=62871 Len=0"
"12","0.699372","94.199.178.119","192.168.204.137","TCP","1423","80  >  49168 [PSH, ACK] Seq=4108 Ack=642 Win=64240 Len=1369 [TCP segment of a reassembled PDU]"
"13","0.699838","94.199.178.119","192.168.204.137","TCP","1514","80  >  49168 [ACK] Seq=5477 Ack=642 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"14","0.699842","94.199.178.119","192.168.204.137","TCP","1332","80  >  49168 [PSH, ACK] Seq=6937 Ack=642 Win=64240 Len=1278 [TCP segment of a reassembled PDU]"
"15","0.699957","192.168.204.137","94.199.178.119","TCP","60","49168  >  80 [ACK] Seq=642 Ack=8215 Win=64240 Len=0"
"16","0.888864","94.199.178.119","192.168.204.137","TCP","1514","80  >  49168 [ACK] Seq=8215 Ack=642 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"17","0.888878","94.199.178.119","192.168.204.137","HTTP","407","HTTP/1.1 200 OK  (text/html)"
"18","0.888923","192.168.204.137","94.199.178.119","TCP","60","49168  >  80 [ACK] Seq=642 Ack=10028 Win=64240 Len=0"
